wake,estimatedSleep,coffee,actualSleep
27900,5.75,2.0,22941
26100,10.0,1.0,37242
45000,7.5,1.0,28296
32400,6.25,3.0,25548
23400,7.0,1.0,26563
47700,8.25,1.0,30970
34200,6.75,1.0,25594
21600,8.5,2.0,32656
20700,7.5,5.0,31355
36900,6.75,3.0,27428
20700,5.5,1.0,21191
7200,7.5,2.0,29075
33300,7.75,4.0,31458
22500,6.75,1.0,25528
21600,9.5,4.0,38109
33300,9.75,4.0,39115
14400,9.75,3.0,37989
19800,5.0,4.0,21570
21600,7.5,1.0,28318
20700,6.5,5.0,28160
30600,8.0,2.0,30920
26100,9.75,1.0,36381
27900,9.5,10.0,43113
25200,7.5,4.0,30656
28800,7.75,1.0,29149
33300,5.0,4.0,21906
24300,8.25,1.0,31009
29700,5.25,3.0,21813
83700,6.25,2.0,24708
23400,6.25,7.0,28398
22500,5.75,9.0,28133
27900,7.75,1.0,29233
18900,6.75,2.0,26435
18000,5.5,1.0,21110
34200,6.5,1.0,24728
23400,8.75,10.0,40622
18900,5.25,6.0,24081
34200,7.25,2.0,28219
26100,6.25,5.0,26923
30600,5.75,6.0,25935
20700,10.0,10.0,44284
25200,9.75,1.0,36427
34200,6.5,4.0,27260
60300,8.25,5.0,34561
21600,9.75,3.0,37974
18900,8.25,3.0,32710
26100,6.75,1.0,25528
35100,8.75,1.0,32772
19800,9.75,5.0,39625
35100,6.25,1.0,23846
24300,9.0,9.0,39946
23400,8.75,1.0,32841
28800,7.75,1.0,29215
19800,5.0,2.0,20179
24300,8.5,4.0,34348
19800,7.5,10.0,35372
81000,6.5,3.0,26302
27900,7.0,2.0,27414
25200,6.5,1.0,24695
27900,9.5,9.0,42031
69300,9.0,2.0,34570
32400,7.5,2.0,29114
25200,5.25,1.0,20258
1800,7.5,5.0,31791
27900,9.0,1.0,33736
27000,7.25,2.0,28163
18000,5.0,2.0,20293
23400,9.25,1.0,34571
30600,5.75,2.0,22732
26100,5.75,7.0,27292
19800,6.0,3.0,24656
34200,7.5,2.0,29223
25200,9.25,1.0,34573
30600,7.25,1.0,27465
23400,9.0,1.0,33764
31500,8.25,3.0,32563
50400,6.75,2.0,26428
32400,9.5,1.0,35429
22500,7.5,2.0,29218
27900,7.25,2.0,28287
22500,7.75,4.0,31527
27900,7.75,6.0,33595
34200,6.25,3.0,25522
35100,7.0,1.0,26525
30600,5.5,1.0,21145
31500,9.5,4.0,38146
34200,8.75,9.0,39655
33300,7.5,3.0,30022
28800,7.5,8.0,34531
30600,5.25,6.0,24715
12600,5.25,2.0,20921
33300,9.25,1.0,34644
18000,6.75,3.0,27191
27900,6.5,1.0,24651
27000,6.25,3.0,25522
26100,7.25,3.0,29217
34200,6.25,3.0,25480
18000,7.0,2.0,27352
21600,7.5,1.0,28376
34200,5.0,1.0,19287
34200,9.75,1.0,36399
21600,6.75,4.0,28031
23400,10.0,1.0,37362
63000,8.75,1.0,32827
1800,8.5,10.0,40091
35100,5.0,2.0,20040
35100,5.25,6.0,24544
35100,6.25,1.0,23820
31500,9.0,1.0,33641
34200,6.5,9.0,31588
34200,7.75,5.0,32474
31500,6.5,6.0,29135
31500,9.25,5.0,38098
22500,7.25,4.0,29645
25200,9.0,1.0,33679
18900,6.25,1.0,23785
18900,6.0,2.0,23685
29700,7.25,6.0,31383
30600,8.25,10.0,38640
34200,9.75,6.0,40431
19800,9.25,2.0,35587
39600,6.75,1.0,25644
29700,10.0,1.0,37297
27000,8.75,7.0,37415
35100,7.5,2.0,29026
27000,5.0,2.0,19997
18000,7.25,3.0,29175
27000,8.5,10.0,38992
32400,9.25,5.0,37995
29700,7.5,1.0,28324
19800,7.25,1.0,27365
25200,6.75,4.0,27818
64800,9.75,1.0,36389
18000,8.0,3.0,31962
20700,10.0,3.0,39048
27900,7.25,3.0,28890
34200,5.75,1.0,22054
20700,7.75,1.0,29149
18000,8.5,4.0,34661
36900,5.25,1.0,20198
28800,9.25,1.0,34610
24300,6.5,1.0,24673
19800,8.5,3.0,33449
27000,10.0,4.0,40066
18900,7.5,4.0,30708
56700,6.25,1.0,23776
21600,9.75,9.0,42960
35100,9.75,3.0,37974
30600,7.25,2.0,28191
27000,8.0,2.0,30888
7200,7.75,2.0,30147
25200,8.75,1.0,32772
34200,6.25,10.0,31447
24300,5.25,3.0,21815
27900,5.25,10.0,28096
27000,9.25,2.0,35393
61200,5.0,2.0,20015
20700,5.0,4.0,21549
18000,5.75,7.0,26735
26100,9.75,2.0,37137
30600,7.75,3.0,30665
21600,8.75,1.0,32835
22500,7.0,2.0,27356
34200,7.25,6.0,31746
33300,7.5,3.0,29929
80100,7.0,10.0,33935
24300,7.5,5.0,31851
23400,9.75,7.0,41329
26100,7.5,1.0,28279
31500,5.75,1.0,22040
21600,5.0,1.0,19334
31500,9.25,3.0,36127
24300,5.0,3.0,20901
20700,5.0,2.0,20099
18000,6.5,1.0,24634
21600,8.0,10.0,38285
20700,5.75,5.0,25272
19800,6.75,6.0,29647
33300,7.25,3.0,29095
29700,9.25,1.0,34663
27900,8.75,2.0,33701
25200,7.5,6.0,32359
24300,5.5,1.0,21018
34200,8.0,6.0,34550
27000,9.0,3.0,35199
26100,5.5,7.0,25615
31500,7.25,4.0,29959
31500,5.75,1.0,21978
18000,7.0,1.0,26547
32400,10.0,1.0,37336
31500,7.0,5.0,29713
28800,5.5,1.0,21043
22500,5.75,7.0,26542
26100,5.75,1.0,22036
18900,7.0,3.0,28325
26100,7.75,1.0,29200
28800,7.75,4.0,31732
24300,9.25,3.0,36335
30600,10.0,3.0,38957
18000,10.0,2.0,38096
74700,5.5,7.0,26213
35100,6.5,2.0,25643
33300,6.0,8.0,28191
35100,5.25,1.0,20158
32400,10.0,1.0,37266
38700,5.5,1.0,21114
9000,9.5,4.0,38005
14400,7.75,1.0,29154
49500,8.5,8.0,38272
26100,7.5,1.0,28301
31500,8.5,5.0,35528
18900,5.75,1.0,22026
6300,7.75,2.0,29985
26100,9.0,2.0,34436
25200,9.75,1.0,36454
19800,5.5,1.0,21156
75600,8.5,2.0,32665
18900,7.75,3.0,30717
19800,9.0,2.0,34626
23400,8.75,2.0,33706
31500,6.0,2.0,23840
28800,5.25,1.0,20189
27000,6.25,5.0,27139
29700,5.25,1.0,20223
40500,5.0,2.0,20104
23400,5.25,1.0,20274
21600,5.75,8.0,28224
35100,6.75,1.0,25554
18000,6.0,4.0,25190
18000,9.0,1.0,33707
22500,8.0,3.0,31803
6300,5.25,1.0,20201
31500,8.25,4.0,33390
27900,5.75,1.0,22038
25200,6.25,1.0,23716
22500,6.5,1.0,24709
33300,7.25,2.0,28172
34200,8.75,10.0,40636
27000,5.5,7.0,25635
28800,8.5,4.0,34633
26100,9.0,9.0,40584
64800,9.75,8.0,42137
25200,9.25,1.0,34685
18900,7.5,1.0,28274
27900,5.25,6.0,24172
30600,5.0,2.0,20202
34200,8.25,1.0,31019
27900,8.0,1.0,30165
30600,7.0,3.0,28291
21600,8.0,1.0,30084
23400,7.5,9.0,35572
23400,6.25,1.0,23868
28800,7.5,3.0,29837
29700,5.0,2.0,20094
24300,8.0,3.0,31978
25200,6.25,5.0,27403
30600,7.75,1.0,29169
29700,5.75,1.0,22021
31500,5.0,3.0,20924
45900,5.75,4.0,24249
29700,10.0,1.0,37316
24300,9.0,2.0,34655
23400,7.25,1.0,27456
27000,5.0,1.0,19264
34200,8.75,3.0,34663
25200,6.0,10.0,30007
77400,8.75,3.0,34611
26100,8.25,1.0,30999
35100,6.0,1.0,22864
30600,9.5,4.0,38116
66600,7.75,2.0,30052
31500,6.75,3.0,27375
27900,8.75,6.0,36656
26100,6.75,10.0,33053
34200,7.25,9.0,33626
28800,7.25,1.0,27399
28800,7.75,2.0,29935
50400,8.0,1.0,30134
36000,8.75,1.0,32894
18900,6.25,1.0,23773
45900,7.25,9.0,34700
18900,6.0,2.0,23835
34200,7.75,8.0,34618
30600,8.5,4.0,34618
32400,7.5,1.0,28358
24300,7.75,2.0,29984
29700,9.5,1.0,35523
18000,7.75,10.0,37359
33300,6.75,5.0,29042
19800,6.0,1.0,22950
18000,9.0,4.0,36081
25200,6.5,2.0,25524
35100,9.5,1.0,35474
34200,9.0,7.0,38318
30600,8.75,7.0,37529
7200,5.5,1.0,21166
27000,10.0,4.0,39737
7200,5.0,2.0,20021
23400,10.0,7.0,42624
28800,5.25,10.0,27644
18900,5.75,1.0,21996
22500,5.25,1.0,20187
13500,7.0,2.0,27261
27900,5.0,5.0,22818
29700,9.75,10.0,43567
25200,6.0,2.0,23800
34200,10.0,1.0,37361
18000,9.5,1.0,35491
26100,5.25,1.0,20271
20700,5.0,2.0,20074
18000,5.75,8.0,27451
29700,6.25,2.0,24738
24300,7.25,3.0,28930
29700,5.75,6.0,26046
31500,5.75,1.0,21963
25200,8.25,1.0,30999
29700,5.0,1.0,19321
28800,8.75,1.0,32826
27000,7.0,10.0,33394
21600,6.25,2.0,24686
31500,6.0,2.0,23751
23400,6.25,2.0,24684
23400,9.5,1.0,35557
32400,6.75,4.0,27842
18000,7.5,2.0,28994
47700,7.0,2.0,27353
34200,5.5,2.0,22024
20700,8.25,1.0,30984
28800,9.25,1.0,34553
33300,8.5,2.0,32708
10800,9.5,3.0,37086
30600,9.0,1.0,33724
29700,7.5,9.0,35022
27900,9.25,3.0,36461
31500,9.5,6.0,39610
25200,6.0,10.0,29809
22500,5.5,3.0,22978
19800,5.5,7.0,26426
30600,8.75,4.0,35430
21600,8.75,5.0,36021
28800,8.75,2.0,33529
26100,6.5,3.0,26195
23400,8.25,1.0,31055
18900,8.25,1.0,30961
68400,9.75,2.0,37175
32400,8.25,1.0,31031
23400,8.25,10.0,38442
33300,9.0,3.0,35195
28800,7.0,1.0,26490
20700,7.5,1.0,28257
33300,9.5,4.0,38156
35100,8.5,2.0,32760
68400,7.25,6.0,31470
21600,7.0,3.0,28323
27900,9.75,6.0,40332
24300,10.0,2.0,38017
19800,9.5,2.0,36407
26100,5.0,7.0,24027
32400,7.75,2.0,29925
25200,7.25,1.0,27356
23400,5.75,1.0,22050
28800,5.0,1.0,19349
21600,8.75,2.0,33619
21600,6.25,1.0,23754
27000,7.5,1.0,28259
30600,10.0,1.0,37359
54000,8.0,3.0,31830
22500,8.25,5.0,34480
13500,6.5,1.0,24693
27000,8.75,3.0,34268
31500,9.25,2.0,35421
23400,5.5,3.0,22955
21600,7.0,3.0,28102
2700,6.75,4.0,28064
32400,8.25,6.0,35071
18000,8.0,3.0,31612
30600,9.5,3.0,37292
21600,8.75,8.0,38518
900,6.0,1.0,22917
26100,6.0,1.0,22852
78300,9.5,1.0,35448
19800,5.5,8.0,27210
21600,7.0,2.0,27384
28800,7.5,7.0,33354
35100,6.0,3.0,24517
22500,9.25,3.0,36376
35100,5.5,1.0,21140
19800,7.5,6.0,32621
28800,6.0,1.0,22833
23400,7.0,3.0,28100
26100,9.5,1.0,35573
34200,9.0,1.0,33663
45900,7.75,7.0,34378
18000,5.5,2.0,21904
18900,9.25,2.0,35339
27900,5.75,3.0,23692
23400,8.25,1.0,31059
35100,10.0,5.0,40335
19800,8.0,9.0,36320
74700,10.0,1.0,37291
30600,9.5,4.0,37916
32400,8.25,9.0,37854
28800,10.0,2.0,38150
35100,7.25,5.0,31011
27900,9.25,4.0,36925
27900,9.25,5.0,37868
63000,6.75,1.0,25618
24300,5.0,1.0,19254
24300,9.5,1.0,35440
27900,7.75,5.0,32445
31500,5.0,7.0,24402
26100,5.0,7.0,24651
18900,7.25,3.0,29169
81900,8.5,10.0,40100
52200,6.25,5.0,26804
4500,6.25,4.0,26280
32400,6.25,4.0,26416
28800,9.5,7.0,40575
35100,8.0,1.0,30119
29700,7.0,1.0,26545
38700,8.5,8.0,37650
19800,7.75,3.0,30810
23400,9.0,3.0,35281
22500,7.5,3.0,30021
23400,8.0,1.0,30079
27900,7.25,1.0,27415
30600,5.75,1.0,22058
83700,5.0,7.0,23827
81000,9.5,9.0,42279
30600,8.75,2.0,33708
24300,7.5,8.0,33820
26100,6.0,3.0,24548
28800,8.0,2.0,30906
35100,6.25,1.0,23878
3600,9.5,1.0,35535
18900,7.75,5.0,32533
34200,8.0,1.0,30145
11700,8.25,6.0,35518
33300,6.25,3.0,25386
42300,5.0,3.0,20830
34200,7.25,1.0,27387
28800,7.0,3.0,28112
27900,6.25,4.0,26463
20700,9.25,3.0,36243
31500,6.25,3.0,25247
25200,10.0,1.0,37328
30600,5.0,1.0,19343
31500,9.75,5.0,39810
27000,9.5,1.0,35485
28800,9.0,3.0,35345
19800,5.5,1.0,21116
13500,8.25,2.0,31841
25200,7.75,8.0,35164
25200,8.5,3.0,33373
20700,7.5,1.0,28284
23400,7.75,4.0,31773
27000,6.0,2.0,23710
27900,5.75,1.0,22095
18000,5.75,4.0,24439
49500,8.25,3.0,32780
27900,8.25,4.0,33430
60300,9.25,2.0,35328
23400,9.5,1.0,35460
22500,7.0,1.0,26560
20700,8.75,1.0,32856
24300,9.0,2.0,34483
20700,6.5,1.0,24733
78300,9.0,4.0,36168
20700,8.25,1.0,31034
9900,6.75,1.0,25559
33300,9.25,1.0,34571
26100,8.75,2.0,33738
19800,7.0,1.0,26448
21600,7.0,1.0,26545
23400,9.5,2.0,36274
28800,5.25,1.0,20267
34200,8.25,7.0,36295
22500,9.0,1.0,33743
34200,8.75,3.0,34683
10800,10.0,1.0,37252
77400,6.0,2.0,23857
29700,6.5,2.0,25484
29700,9.25,5.0,37617
27900,5.75,4.0,24763
32400,7.0,3.0,28398
29700,8.0,5.0,33313
18900,6.25,1.0,23866
19800,8.0,1.0,30163
31500,7.0,1.0,26593
23400,6.5,2.0,25471
27900,10.0,1.0,37234
26100,9.5,1.0,35499
33300,8.5,10.0,39175
17100,7.75,1.0,29254
24300,9.25,1.0,34659
33300,9.5,8.0,40939
24300,9.25,5.0,37699
27000,8.75,1.0,32827
35100,9.75,9.0,42866
21600,7.75,3.0,30942
18900,5.0,1.0,19352
18900,5.25,4.0,22722
13500,9.75,1.0,36438
24300,7.5,2.0,29251
28800,8.25,1.0,30943
23400,8.0,3.0,31890
32400,6.25,2.0,24564
18900,7.0,3.0,28170
70200,5.25,2.0,21166
20700,5.5,9.0,28314
34200,5.5,3.0,22862
70200,8.25,4.0,33400
24300,10.0,1.0,37363
21600,9.5,4.0,38034
25200,6.25,3.0,25461
30600,6.25,7.0,28562
32400,6.0,3.0,24410
25200,6.0,1.0,22909
27900,9.5,3.0,37001
18000,5.0,1.0,19248
19800,8.0,4.0,32871
31500,5.0,3.0,20831
40500,6.25,4.0,26434
18900,10.0,3.0,38814
18900,7.5,9.0,34607
26100,5.25,1.0,20231
8100,9.25,1.0,34663
29700,7.75,1.0,29149
24300,5.25,2.0,21104
22500,7.75,2.0,30101
84600,6.0,1.0,22893
28800,9.5,4.0,38274
30600,7.25,1.0,27387
24300,7.0,3.0,27950
27000,9.75,3.0,37976
21600,5.25,3.0,21666
34200,10.0,1.0,37340
26100,7.0,2.0,27278
32400,6.0,2.0,23646
35100,8.75,3.0,34599
27900,5.0,6.0,23791
33300,9.75,6.0,40429
22500,9.75,2.0,37174
19800,5.5,7.0,25898
18000,8.75,5.0,36375
30600,9.0,4.0,36399
20700,7.5,4.0,30724
29700,9.75,10.0,44389
18000,8.5,10.0,38706
30600,8.0,1.0,30125
22500,5.75,9.0,28233
18900,7.75,10.0,36860
21600,9.25,1.0,34624
21600,8.75,1.0,32855
25200,9.25,2.0,35299
29700,8.25,3.0,32803
8100,8.5,3.0,33672
26100,9.0,3.0,35556
31500,8.25,3.0,32656
31500,6.75,6.0,30047
18000,9.25,3.0,36490
33300,5.5,1.0,21042
25200,5.5,1.0,21126
18000,8.25,1.0,30980
34200,9.25,7.0,40033
18900,7.25,3.0,28886
59400,7.0,3.0,28169
26100,9.5,1.0,35453
22500,8.5,2.0,32745
32400,5.0,1.0,19236
18900,7.0,2.0,27277
29700,5.0,10.0,26305
29700,5.25,2.0,21074
25200,7.5,3.0,30080
25200,5.5,1.0,21086
20700,6.0,3.0,24673
22500,5.25,2.0,20904
34200,6.5,10.0,31630
19800,6.75,2.0,26482
25200,6.5,8.0,30572
23400,6.5,4.0,27459
62100,7.0,2.0,27314
31500,5.5,3.0,22892
33300,8.25,5.0,34373
74700,6.75,1.0,25592
18900,8.5,1.0,31878
34200,5.25,4.0,22897
27000,7.5,1.0,28360
21600,7.75,3.0,30712
24300,6.0,2.0,23710
23400,9.75,3.0,38300
34200,9.25,1.0,34548
18900,7.75,1.0,29156
24300,9.75,3.0,38203
27900,6.0,3.0,24774
25200,5.75,8.0,28001
28800,8.5,8.0,37263
25200,5.25,2.0,21080
27900,6.0,10.0,29833
29700,6.75,1.0,25631
35100,9.25,2.0,35327
35100,6.25,1.0,23809
26100,6.0,9.0,29354
22500,8.5,6.0,36065
28800,8.0,1.0,30052
21600,7.25,3.0,29226
59400,9.5,4.0,38296
18000,8.0,7.0,34813
27000,8.75,6.0,37195
34200,6.25,4.0,26040
83700,5.5,1.0,21165
33300,5.5,2.0,22054
21600,6.5,3.0,26145
33300,8.75,2.0,33609
35100,8.5,3.0,33691
31500,7.75,4.0,31807
27000,6.5,8.0,30121
29700,7.5,3.0,29803
18000,5.75,1.0,22009
60300,9.75,10.0,44222
32400,5.5,3.0,22728
31500,9.25,1.0,34680
23400,5.25,2.0,21122
45000,5.0,2.0,20046
27900,9.5,2.0,36380
20700,6.75,2.0,26559
27900,7.5,2.0,29165
27900,6.25,3.0,25285
35100,6.5,4.0,27081
31500,9.25,3.0,36443
77400,9.25,9.0,41385
26100,7.0,1.0,26541
18900,6.0,10.0,30699
29700,7.25,3.0,29107
32400,9.25,5.0,37608
25200,7.75,7.0,34039
18000,10.0,4.0,39835
23400,5.25,4.0,22551
61200,6.25,1.0,23835
22500,7.0,1.0,26483
34200,8.25,1.0,30984
27000,7.0,2.0,27373
72000,9.25,1.0,34602
28800,8.25,2.0,31789
25200,5.25,3.0,21829
35100,7.5,3.0,29944
22500,5.5,4.0,23554
78300,8.25,2.0,31820
19800,8.0,1.0,30146
24300,7.75,10.0,36134
25200,6.25,9.0,30982
84600,8.25,6.0,35415
30600,7.25,1.0,27435
72000,5.25,1.0,20246
18000,9.25,1.0,34547
27000,5.75,7.0,26916
26100,10.0,8.0,42967
32400,9.0,4.0,36067
23400,6.5,3.0,26301
25200,8.75,6.0,36996
27000,8.25,3.0,32772
22500,5.75,4.0,24399
28800,5.0,4.0,21780
21600,7.75,7.0,34298
20700,7.0,8.0,32709
26100,6.25,2.0,24614
31500,9.0,4.0,36294
15300,8.25,8.0,36885
82800,8.5,10.0,39529
33300,5.5,3.0,22713
22500,8.25,8.0,36794
21600,7.25,2.0,28241
24300,7.75,7.0,34285
21600,7.5,2.0,28984
35100,7.0,1.0,26527
30600,9.5,3.0,37326
24300,6.5,7.0,29626
25200,9.5,1.0,35501
55800,5.75,1.0,21964
83700,7.5,2.0,29175
29700,8.75,2.0,33773
19800,9.25,1.0,34636
29700,8.25,9.0,37955
24300,7.5,1.0,28278
51300,5.75,3.0,23810
34200,8.25,1.0,30964
24300,7.25,3.0,29238
27000,8.0,10.0,37530
21600,7.75,1.0,29170
33300,6.5,1.0,24697
27000,8.5,1.0,31908
29700,6.25,3.0,25498
44100,6.75,1.0,25651
39600,7.25,1.0,27437
21600,9.75,8.0,42711
21600,7.5,3.0,29951
27900,6.25,10.0,30797
26100,7.0,8.0,32863
31500,8.0,3.0,31648
30600,7.75,6.0,33048
18900,5.75,1.0,22071
28800,6.0,4.0,25147
32400,5.0,5.0,22786
26100,9.5,2.0,36436
33300,6.25,8.0,29734
32400,5.5,3.0,22696
18900,9.5,8.0,40995
19800,9.0,7.0,39124
33300,6.25,4.0,26106
18000,6.5,1.0,24744
26100,6.25,2.0,24567
32400,9.5,9.0,42272
18000,8.75,3.0,34437
32400,6.75,3.0,27478
21600,6.0,3.0,24461
20700,9.0,1.0,33707
9900,5.75,6.0,25816
33300,7.0,9.0,33232
19800,5.25,2.0,21118
22500,5.75,10.0,29998
28800,5.0,9.0,26344
56700,9.25,5.0,38048
27900,9.75,1.0,36353
29700,6.75,7.0,30799
19800,7.75,10.0,36916
20700,6.0,1.0,22925
18900,8.75,10.0,40333
20700,8.25,2.0,31919
33300,9.25,3.0,36138
27900,5.75,2.0,22929
16200,10.0,1.0,37282
24300,8.5,1.0,31860
35100,8.75,1.0,32832
20700,7.5,9.0,35407
54000,8.75,7.0,37308
26100,5.0,1.0,19382
25200,6.75,1.0,25661
30600,6.0,1.0,22874
55800,9.0,2.0,34390
11700,5.5,1.0,21040
27900,9.5,4.0,38103
34200,5.5,1.0,21043
24300,6.75,8.0,31390
32400,6.75,1.0,25633
24300,5.0,5.0,22595
21600,9.0,9.0,39934
63900,9.0,6.0,38113
24300,8.25,1.0,30971
18900,5.5,1.0,21173
18000,7.0,5.0,29687
18900,7.75,2.0,30027
43200,6.5,3.0,26373
24300,5.75,3.0,23634
19800,5.75,8.0,27932
18900,10.0,1.0,37297
33300,6.25,4.0,26118
28800,6.75,2.0,26410
31500,6.75,1.0,25579
29700,8.0,8.0,36068
25200,8.75,2.0,33548
25200,9.5,1.0,35520
27000,7.0,4.0,28964
36000,5.0,10.0,27472
28800,5.5,1.0,21139
28800,7.0,1.0,26563
24300,6.75,2.0,26437
25200,6.25,8.0,29244
33300,7.0,3.0,28127
27900,7.25,2.0,28262
28800,5.75,7.0,26638
27900,6.0,10.0,30827
22500,7.75,10.0,36004
29700,7.0,3.0,28185
54900,9.0,2.0,34458
41400,5.25,3.0,22018
27900,8.5,1.0,31905
18000,7.0,1.0,26522
29700,8.0,1.0,30062
27000,6.75,10.0,33433
23400,8.75,10.0,40352
28800,10.0,1.0,37364
27900,9.0,4.0,36201
21600,5.5,4.0,23635
44100,9.75,4.0,38958
22500,8.25,1.0,30952
24300,5.0,1.0,19258
23400,9.25,6.0,38833
22500,7.75,5.0,32646
43200,5.5,2.0,21981
27900,7.75,3.0,30692
20700,8.5,2.0,32701
21600,6.75,1.0,25615
33300,8.25,5.0,34208
19800,7.75,3.0,30946
18900,9.75,2.0,37212
23400,5.5,8.0,26523
29700,7.75,2.0,29990
35100,7.75,1.0,29156
27900,6.0,4.0,25189
24300,10.0,1.0,37247
23400,9.75,2.0,37216
29700,9.75,2.0,37158
24300,7.75,3.0,30884
61200,6.5,2.0,25469
24300,7.0,1.0,26445
27900,5.25,9.0,26675
27900,7.5,1.0,28313
18900,9.75,8.0,42329
63900,5.25,9.0,27375
21600,6.0,1.0,22865
19800,8.75,1.0,32764
6300,8.0,1.0,30069
29700,6.5,3.0,26454
18000,5.75,3.0,23751
34200,8.25,10.0,39075
23400,6.5,3.0,26195
33300,6.5,3.0,26535
28800,5.0,3.0,20941
29700,9.25,6.0,38348
23400,8.75,4.0,35482
41400,7.75,8.0,35559
72900,5.5,4.0,23537
26100,6.75,2.0,26365
18900,6.75,4.0,27892
46800,5.75,6.0,25971
36900,5.5,1.0,21178
18000,6.25,2.0,24757
32400,10.0,7.0,42637
55800,7.5,1.0,28267
32400,9.5,4.0,38108
25200,9.5,2.0,36366
22500,8.0,1.0,30185
18000,8.75,2.0,33576
22500,6.5,10.0,32262
31500,8.5,4.0,34304
28800,9.75,3.0,38222
29700,6.0,1.0,22936
29700,5.75,2.0,22887
31500,8.0,2.0,30934
72000,9.5,5.0,38928
26100,8.25,4.0,33664
33300,7.5,1.0,28306
35100,6.0,1.0,22950
20700,10.0,9.0,44276
35100,8.25,2.0,31836
25200,6.25,6.0,28273
29700,8.25,1.0,31044
21600,5.5,4.0,23756
25200,5.5,5.0,24176
24300,7.0,1.0,26462
18900,6.5,1.0,24633
28800,8.5,1.0,31923
27000,9.5,4.0,37986
32400,7.0,1.0,26451
18900,5.25,2.0,21139
18000,7.25,4.0,29777
22500,8.25,1.0,31069
28800,5.5,1.0,21048
80100,9.75,1.0,36454
28800,8.5,10.0,39361
24300,5.75,4.0,24578
29700,6.0,1.0,22900
27000,6.25,1.0,23795
23400,6.0,1.0,22879
30600,5.25,3.0,22008
26100,6.5,3.0,26349
19800,7.25,7.0,32077
26100,5.5,5.0,24596
29700,5.75,10.0,29251
25200,8.0,8.0,35975
33300,5.5,6.0,25430
34200,5.0,3.0,20866
31500,5.25,3.0,21769
35100,9.75,1.0,36405
32400,6.5,1.0,24763
19800,6.25,4.0,26087
27900,6.0,2.0,23792
29700,6.5,3.0,26529
32400,7.75,3.0,31002
25200,8.25,1.0,30949
3600,8.5,1.0,31885
29700,9.5,2.0,36292
26100,8.75,1.0,32779
19800,6.75,8.0,31395
31500,6.5,8.0,30727
24300,5.25,9.0,26929
30600,6.75,5.0,29174
29700,7.75,2.0,30049
34200,7.5,2.0,29191
23400,9.75,1.0,36481
40500,5.25,1.0,20226
69300,7.5,8.0,34477
32400,6.0,10.0,29828
72000,5.75,1.0,22041
19800,9.75,1.0,36444
26100,7.5,3.0,29961
25200,6.25,3.0,25669
34200,8.5,3.0,33512
29700,9.75,1.0,36454
21600,5.75,7.0,26783
27900,9.25,4.0,37063
5400,9.0,1.0,33778
27000,7.25,7.0,32738
22500,7.75,3.0,30815
24300,8.5,8.0,37699
27000,6.5,2.0,25643
30600,10.0,3.0,39167
24300,7.5,4.0,30830
32400,6.25,1.0,23738
26100,7.25,1.0,27412
32400,7.0,1.0,26421
30600,8.5,3.0,33499
30600,8.5,2.0,32828
18900,5.0,1.0,19359
22500,8.75,3.0,34496
34200,8.25,5.0,34593
24300,5.5,2.0,21935
29700,10.0,2.0,38230
33300,6.5,3.0,26541
19800,6.0,1.0,22955
28800,7.75,1.0,29140
900,6.75,2.0,26470
28800,7.5,3.0,30127
35100,9.5,2.0,36392
29700,9.75,1.0,36380
32400,8.5,1.0,31955
30600,6.25,2.0,24577
32400,8.5,1.0,31931
23400,5.25,2.0,21081
23400,9.5,9.0,42289
26100,9.25,4.0,37214
18900,7.75,8.0,34950
20700,8.75,3.0,34367
21600,9.5,1.0,35519
31500,5.0,2.0,20299
34200,7.5,1.0,28385
22500,5.25,1.0,20272
29700,7.0,1.0,26505
21600,9.75,7.0,41830
24300,8.75,1.0,32777
21600,5.25,6.0,24006
28800,9.25,1.0,34585
19800,5.25,10.0,28181
28800,9.25,7.0,39968
26100,6.0,4.0,25222
20700,6.25,2.0,24653
18900,6.75,2.0,26415
35100,8.75,3.0,34366
25200,9.5,2.0,36496
24300,6.0,1.0,22923
10800,5.5,3.0,22629
31500,5.0,1.0,19284
22500,6.25,1.0,23753
35100,8.0,6.0,34114
31500,6.0,1.0,22974
18900,6.5,4.0,26921
18000,7.0,2.0,27424
27900,5.25,1.0,20291
27000,7.25,1.0,27324
7200,6.0,10.0,29813
20700,9.25,3.0,36408
19800,9.25,1.0,34612
18000,5.25,8.0,25727
32400,9.5,4.0,38007
18900,8.75,2.0,33643
33300,6.25,4.0,26156
84600,7.5,3.0,30001
34200,7.25,6.0,31712
26100,6.0,1.0,22937
30600,8.25,2.0,31935
28800,9.75,1.0,36346
47700,7.75,8.0,35018
21600,6.25,1.0,23749
20700,9.75,1.0,36407
28800,6.0,1.0,22913
18000,5.0,1.0,19281
28800,5.75,5.0,25474
34200,7.25,9.0,34433
22500,9.75,10.0,43870
22500,9.0,3.0,35336
21600,6.25,2.0,24697
30600,5.75,3.0,23835
33300,9.0,4.0,36132
27000,5.0,3.0,20812
22500,6.0,6.0,27012
27000,6.5,3.0,26246
35100,8.0,3.0,31997
31500,9.25,3.0,36088
19800,8.0,1.0,30086
20700,9.5,1.0,35528
20700,6.5,1.0,24666
52200,9.75,1.0,36397
29700,8.0,3.0,31793
32400,6.5,2.0,25588
17100,6.75,3.0,27272
26100,7.75,4.0,31887
23400,6.25,1.0,23739
32400,7.0,1.0,26489
